registrant,client,trail4_income,n_quarters,first_seen,new_this_q,re_engaged,term_uuid,lda_public_url
"WILLIAMS AND JENSEN, PLLC",RAYNER,210000,10,2023-Q4,False,0,5af01fa9-d269-4318-9c45-e82c3bae6f04,https://lda.senate.gov/filings/public/filing/5af01fa9-d269-4318-9c45-e82c3bae6f04/print/
THORN RUN PARTNERS,SOLEL BONEH,210000,3,2025-Q3,False,0,b61e716e-81f8-415a-bc9b-4f922ab4f45c,https://lda.senate.gov/filings/public/filing/b61e716e-81f8-415a-bc9b-4f922ab4f45c/print/
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)","Spirit AeroSystems, Inc.",210000,17,2022-Q1,False,0,86738695-22d5-4b9a-95ab-ea7aff3ee957,https://lda.senate.gov/filings/public/filing/86738695-22d5-4b9a-95ab-ea7aff3ee957/print/
"BALLARD PARTNERS, LLC",THUNDERCAT TECHNOLOGY LLC,210000,3,2025-Q3,False,0,3c1944ac-d871-438f-a1f0-a295c0c9cfb5,https://lda.senate.gov/filings/public/filing/3c1944ac-d871-438f-a1f0-a295c0c9cfb5/print/
BRADLEY ARANT BOULT CUMMINGS LLP,"VitalSource Technologies, LLC",210000,3,2025-Q3,False,0,31faacfd-e845-48d0-a197-59326fb343aa,https://lda.senate.gov/filings/public/filing/31faacfd-e845-48d0-a197-59326fb343aa/print/
MONUMENT ADVOCACY,ALBERTSONS,200000,7,2024-Q3,False,0,7ca946b8-26db-47d6-baff-a9104c5e7914,https://lda.senate.gov/filings/public/filing/7ca946b8-26db-47d6-baff-a9104c5e7914/print/
HOLLAND & KNIGHT LLP,Astranis Space Technologies Corp.,200000,12,2023-Q2,False,0,ca21b108-0534-46b0-bc70-c6e3a71a9e58,https://lda.senate.gov/filings/public/filing/ca21b108-0534-46b0-bc70-c6e3a71a9e58/print/
PUZZLE BOX GOVERNMENT RELATIONS,"BOUNDARY STONE PARTNERS ON BEHALF OF CAULDRON MOLECULES, INC.",200000,5,2025-Q1,False,0,98aed6c9-6648-4b0a-9c23-f51999a1d20f,https://lda.senate.gov/filings/public/filing/98aed6c9-6648-4b0a-9c23-f51999a1d20f/print/
"TARPLIN, DOWNS & YOUNG, LLC",Blueprint Biosecurity Action,200000,5,2025-Q1,False,0,b8c343b7-c040-41fc-b0f5-63ec1bfe3917,https://lda.senate.gov/filings/public/filing/b8c343b7-c040-41fc-b0f5-63ec1bfe3917/print/
"CROSSROADS STRATEGIES, LLC",CARBON TO SEA INITIATIVE,200000,4,2025-Q2,False,0,56546d1a-4b38-4bc4-90c7-a4de595463af,https://lda.senate.gov/filings/public/filing/56546d1a-4b38-4bc4-90c7-a4de595463af/print/
"BALLARD PARTNERS, LLC",COMPASS CONNECTIONS/COMPASS UNITED,200000,6,2024-Q4,False,0,b85f6154-85f6-49b6-909f-ac1e18a19c02,https://lda.senate.gov/filings/public/filing/b85f6154-85f6-49b6-909f-ac1e18a19c02/print/
"FEDERAL STREET STRATEGIES, LLC","Cisco Systems, Inc.",200000,17,2022-Q1,False,0,c7678fe8-d531-496e-b77c-802378b535a1,https://lda.senate.gov/filings/public/filing/c7678fe8-d531-496e-b77c-802378b535a1/print/
EHRLICH & ASSOCIATES,DARLING INGREDIENTS INC,200000,17,2022-Q1,False,0,38dd9d49-b520-40b9-8c31-9f0d93dc787c,https://lda.senate.gov/filings/public/filing/38dd9d49-b520-40b9-8c31-9f0d93dc787c/print/
"FRANKLIN SQUARE GROUP, LLC","Dropbox, Inc.",200000,17,2022-Q1,False,0,5de0a867-6d49-497a-bfbc-5899043f7e43,https://lda.senate.gov/filings/public/filing/5de0a867-6d49-497a-bfbc-5899043f7e43/print/
AKIN GUMP STRAUSS HAUER & FELD,Education Reform Now Advocacy,200000,17,2022-Q1,False,0,82224423-ee8e-4f55-beec-f894bff360ef,https://lda.senate.gov/filings/public/filing/82224423-ee8e-4f55-beec-f894bff360ef/print/
"BALLARD PARTNERS, LLC",FIVETRAN INC.,200000,2,2025-Q4,False,0,b9c0d9d6-d8c3-4d57-a2bb-36855e8d964b,https://lda.senate.gov/filings/public/filing/b9c0d9d6-d8c3-4d57-a2bb-36855e8d964b/print/
"REPUBLIC CONSULTING, LLC","G3 TECHNOLOGIES, INC.",200000,8,2024-Q2,False,0,a0cdfa89-f229-41b7-831a-00ea0e3699a9,https://lda.senate.gov/filings/public/filing/a0cdfa89-f229-41b7-831a-00ea0e3699a9/print/
RAGNAR GROUP LLC,GREGG CARR,200000,5,2025-Q1,False,0,38b51e9d-dfa2-4198-bb87-c6057c7cce0f,https://lda.senate.gov/filings/public/filing/38b51e9d-dfa2-4198-bb87-c6057c7cce0f/print/
DLA PIPER LLP (US),Indivior Inc.,200000,7,2024-Q3,False,0,5f927cc5-0f56-4ec5-b7be-e0b7fd73f50e,https://lda.senate.gov/filings/public/filing/5f927cc5-0f56-4ec5-b7be-e0b7fd73f50e/print/
"ELEVATE GOVERNMENT AFFAIRS, LLC","MANAGEMENT SOLUTIONS, LLC",200000,5,2025-Q1,False,0,95399496-b40f-41cd-bf79-d55051bc62ed,https://lda.senate.gov/filings/public/filing/95399496-b40f-41cd-bf79-d55051bc62ed/print/
ALIGNMENT GOVERNMENT STRATEGIES,MARKEL CORPORATION,200000,17,2022-Q1,False,0,99f5659e-14eb-4d50-851f-cfbc1a8128bb,https://lda.senate.gov/filings/public/filing/99f5659e-14eb-4d50-851f-cfbc1a8128bb/print/
HOLLAND & KNIGHT LLP,MEDICAL APPAREL MADE FOR AMERICA - HAITI COALITION,200000,2,2025-Q4,False,0,3fca856f-5f54-40f5-be30-1445c208f1c6,https://lda.senate.gov/filings/public/filing/3fca856f-5f54-40f5-be30-1445c208f1c6/print/
"MERCURY PUBLIC AFFAIRS, LLC",MERCEDES-BENZ NORTH AMERICA CORPORATION,200000,4,2025-Q2,False,0,876e4109-3661-4006-90ae-909b55935954,https://lda.senate.gov/filings/public/filing/876e4109-3661-4006-90ae-909b55935954/print/
THE COMPLETE AGENCY,NATIONAL GRID USA SERVICE COMPANY,200000,6,2024-Q4,False,0,b8de277d-09e4-451d-9e7b-181c5834736e,https://lda.senate.gov/filings/public/filing/b8de277d-09e4-451d-9e7b-181c5834736e/print/
"THE RUSSELL GROUP, INC.",National Thoroughbred Racing Association,200000,13,2023-Q1,False,0,8d8eb8fb-3257-4be6-bbff-262f64da2c59,https://lda.senate.gov/filings/public/filing/8d8eb8fb-3257-4be6-bbff-262f64da2c59/print/
"AVOQ, LLC",Novo Nordisk Inc.,200000,12,2023-Q2,False,0,d3bcd74a-1bcb-4f7e-bc46-49d4b04c1d25,https://lda.senate.gov/filings/public/filing/d3bcd74a-1bcb-4f7e-bc46-49d4b04c1d25/print/
"THE RUSSELL GROUP, INC.",Novozymes North America Inc.,200000,17,2022-Q1,False,0,7a0540ae-b4c7-4061-baf8-b06107dd54a1,https://lda.senate.gov/filings/public/filing/7a0540ae-b4c7-4061-baf8-b06107dd54a1/print/
COVE STRATEGIES,Oracle American Inc.,200000,17,2022-Q1,False,0,7e4782a7-5420-49ac-a31e-5d7d29041760,https://lda.senate.gov/filings/public/filing/7e4782a7-5420-49ac-a31e-5d7d29041760/print/
CAPITOL COUNSEL LLC,"PCCA, INC.",200000,5,2025-Q1,False,0,8c971235-bb77-4774-8f89-33fab1b322c5,https://lda.senate.gov/filings/public/filing/8c971235-bb77-4774-8f89-33fab1b322c5/print/
"BALLARD PARTNERS, LLC",PINELLAS COUNTY,200000,3,2025-Q3,False,0,38931ee0-a380-476e-9cb7-246b8779acd5,https://lda.senate.gov/filings/public/filing/38931ee0-a380-476e-9cb7-246b8779acd5/print/
INVARIANT LLC,"RIOT PLATFORMS, INC. (F/K/A RIOT BLOCKCHAIN, INC.)",200000,5,2025-Q1,False,0,2b79d7c8-3c43-4484-a6e9-1e7bae39a3b2,https://lda.senate.gov/filings/public/filing/2b79d7c8-3c43-4484-a6e9-1e7bae39a3b2/print/
S-3 GROUP,TELGOO5,200000,8,2024-Q2,False,0,877d54ad-76a7-4d15-8fe5-485fb4025431,https://lda.senate.gov/filings/public/filing/877d54ad-76a7-4d15-8fe5-485fb4025431/print/
THE DUBERSTEIN GROUP INC.,Comcast Corporation,197500,17,2022-Q1,False,0,ea5a8813-5705-414f-94b5-041048d0c3e7,https://lda.senate.gov/filings/public/filing/ea5a8813-5705-414f-94b5-041048d0c3e7/print/
"R&R PARTNERS, INC.",WESTERN STATES REGIONAL COUNCIL OF CARPENTERS,195000,17,2022-Q1,False,0,bf1b6b8c-92ba-43c3-a8ef-6672cd36f21f,https://lda.senate.gov/filings/public/filing/bf1b6b8c-92ba-43c3-a8ef-6672cd36f21f/print/
INVARIANT LLC,ALLIANCE FOR HEALTH INFORMATION OPERATIONS AND STANDARDS (AHIOS),190000,7,2024-Q3,False,0,c0d6aec1-a304-4d9c-ac37-5439c907fca7,https://lda.senate.gov/filings/public/filing/c0d6aec1-a304-4d9c-ac37-5439c907fca7/print/
TIBER CREEK GROUP,Carbon Removal Alliance,190000,12,2023-Q2,False,0,d41232b1-26bc-4597-96cf-c8150b8be902,https://lda.senate.gov/filings/public/filing/d41232b1-26bc-4597-96cf-c8150b8be902/print/
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",Delta Air Lines,190000,17,2022-Q1,False,0,fdeddb3f-37e4-42ed-a246-c81f51fce7eb,https://lda.senate.gov/filings/public/filing/fdeddb3f-37e4-42ed-a246-c81f51fce7eb/print/
STRATEGIC MARKETING INNOVATIONS,KYMERA INTERNATIONAL,190000,5,2025-Q1,False,0,7df4b6ab-7173-4248-97c2-164970a6c909,https://lda.senate.gov/filings/public/filing/7df4b6ab-7173-4248-97c2-164970a6c909/print/
HOLLAND & KNIGHT LLP,NATIONAL CONFEDERATION OF FINANCIAL INSTITUTIONS,190000,2,2025-Q4,False,0,184e5faf-c7cb-45c6-9d18-f4572a0d054b,https://lda.senate.gov/filings/public/filing/184e5faf-c7cb-45c6-9d18-f4572a0d054b/print/
INVARIANT LLC,"PACIFIC STEEL GROUP, LLC",190000,4,2025-Q2,False,0,75a30bc6-64d7-4e24-9a9c-1f6b7e33edf5,https://lda.senate.gov/filings/public/filing/75a30bc6-64d7-4e24-9a9c-1f6b7e33edf5/print/
"ERVIN GRAVES STRATEGY GROUP, LLC",SEMPRE,190000,17,2022-Q1,False,0,73509485-fd23-462a-82e3-0b8a05f6d9e5,https://lda.senate.gov/filings/public/filing/73509485-fd23-462a-82e3-0b8a05f6d9e5/print/
S-3 GROUP,"SNCF America, Inc.",190000,17,2022-Q1,False,0,ac3d9b12-7a14-4a1f-ba2d-67739cb72ec7,https://lda.senate.gov/filings/public/filing/ac3d9b12-7a14-4a1f-ba2d-67739cb72ec7/print/
"HARBOR POLICY, LLC",Bark Technologies,189000,10,2023-Q3,False,0,28954213-c7c8-4fde-bd4f-3637e650f0f5,https://lda.senate.gov/filings/public/filing/28954213-c7c8-4fde-bd4f-3637e650f0f5/print/
STRATEGIC HEALTH CARE,PROMEDICA HEALTH SYSTEM,182000,17,2022-Q1,False,0,f6f75608-e917-4b23-bca5-c26efecb16f6,https://lda.senate.gov/filings/public/filing/f6f75608-e917-4b23-bca5-c26efecb16f6/print/
STEPTOE LLP,"1 NATION, INC.",180000,5,2025-Q1,False,0,5601a993-8ae9-4107-b793-aff68aa960af,https://lda.senate.gov/filings/public/filing/5601a993-8ae9-4107-b793-aff68aa960af/print/
CONVERGE PUBLIC STRATEGIES,A BETTER NY FOR A BETTER TOMORROW,180000,3,2025-Q3,False,0,6a8738b2-a93a-48eb-ad6a-1756e64b104c,https://lda.senate.gov/filings/public/filing/6a8738b2-a93a-48eb-ad6a-1756e64b104c/print/
"CROSSROADS STRATEGIES, LLC","ALBACORE OCEAN SYSTEMS, LLC",180000,4,2025-Q2,False,0,9774f18a-f97d-442f-b07c-cbb91ecdda1c,https://lda.senate.gov/filings/public/filing/9774f18a-f97d-442f-b07c-cbb91ecdda1c/print/
COZEN O'CONNOR PUBLIC STRATEGIES,American Institute of Steel Construction,180000,16,2022-Q2,False,0,92c53d6b-de59-4ce6-9fac-90472c436531,https://lda.senate.gov/filings/public/filing/92c53d6b-de59-4ce6-9fac-90472c436531/print/
THE DUBERSTEIN GROUP INC.,American Investment Council,180000,17,2022-Q1,False,0,81906939-1756-4391-aebd-77a5a58d3505,https://lda.senate.gov/filings/public/filing/81906939-1756-4391-aebd-77a5a58d3505/print/
CAPITOL COUNSEL LLC,"Ardelyx, Inc.",180000,11,2023-Q3,False,0,f59b5995-e8e2-468c-9356-30fe337959a8,https://lda.senate.gov/filings/public/filing/f59b5995-e8e2-468c-9356-30fe337959a8/print/
COZEN O'CONNOR PUBLIC STRATEGIES,"Aspen/Pitkin County Airport - Board of County Commissioners of Pitkin County, CO",180000,8,2024-Q2,False,0,122eb06d-1180-44d4-8903-8813256ef45e,https://lda.senate.gov/filings/public/filing/122eb06d-1180-44d4-8903-8813256ef45e/print/
"TARPLIN, DOWNS & YOUNG, LLC","BD (Becton, Dickinson and Company)",180000,17,2022-Q1,False,0,a98058d1-1372-4185-b777-d4a2af0e5bc0,https://lda.senate.gov/filings/public/filing/a98058d1-1372-4185-b777-d4a2af0e5bc0/print/
"MINDSET ADVOCACY, LLC",BITCOIN DEPOT OPERATING LLC,180000,5,2025-Q1,False,0,49a09999-750c-4529-8800-d8fbbdfb0922,https://lda.senate.gov/filings/public/filing/49a09999-750c-4529-8800-d8fbbdfb0922/print/
BGR GOVERNMENT AFFAIRS,BlackSea Technologies,180000,10,2023-Q4,False,0,84a5ba3d-a3c4-44a9-8a89-10128e761730,https://lda.senate.gov/filings/public/filing/84a5ba3d-a3c4-44a9-8a89-10128e761730/print/
"KOUNTOUPES DENHAM CARR & REID, LLC","CLEAN SLATE INITIATIVE, INC. (CSI)",180000,7,2024-Q3,False,0,d6e01666-77be-4b77-bbaf-ac063239000f,https://lda.senate.gov/filings/public/filing/d6e01666-77be-4b77-bbaf-ac063239000f/print/
"BALLARD PARTNERS, LLC","COTA GROUP, INC.",180000,3,2025-Q3,False,0,7200c60d-c14a-4071-8659-098740b1e109,https://lda.senate.gov/filings/public/filing/7200c60d-c14a-4071-8659-098740b1e109/print/
HOGAN LOVELLS US LLP,CURRENT CLINIC INC.,180000,4,2025-Q2,False,0,338ca25e-7578-4972-9951-96a17abea8c9,https://lda.senate.gov/filings/public/filing/338ca25e-7578-4972-9951-96a17abea8c9/print/
MICHAEL BEST STRATEGIES LLC,Ford Motor Company,180000,4,2025-Q2,False,0,144725fa-51ad-4f62-bb9e-d4be45cf64de,https://lda.senate.gov/filings/public/filing/144725fa-51ad-4f62-bb9e-d4be45cf64de/print/
J.A. GREEN AND COMPANY (FORMERLY LLC),GKN Aerospace,180000,17,2022-Q1,False,0,61b908e1-061d-496c-b4d0-8574f56c5dab,https://lda.senate.gov/filings/public/filing/61b908e1-061d-496c-b4d0-8574f56c5dab/print/
AKIN GUMP STRAUSS HAUER & FELD,"HEALTHCARE PRIVACY FORUM, LLC DBA, HEALTHCARE TRUST INSTITUTE",180000,6,2024-Q4,False,0,2fafb918-fd38-4e8b-932c-f42a611924ab,https://lda.senate.gov/filings/public/filing/2fafb918-fd38-4e8b-932c-f42a611924ab/print/
"ALPINE GROUP PARTNERS, LLC.",HYBRID PLASTICS,180000,5,2025-Q1,False,0,b834fe1a-0f2e-4eda-8a89-24077d981e23,https://lda.senate.gov/filings/public/filing/b834fe1a-0f2e-4eda-8a89-24077d981e23/print/
"CAPITOL TAX PARTNERS, LLP",Honeywell International,180000,17,2022-Q1,False,0,d67a0d35-c374-4df0-8b54-69ab6835e58c,https://lda.senate.gov/filings/public/filing/d67a0d35-c374-4df0-8b54-69ab6835e58c/print/
FORBES-TATE,INFINITY NATURAL RESOURCES,180000,8,2024-Q2,False,0,d39527cc-f568-44b6-b1ed-3311b811bd63,https://lda.senate.gov/filings/public/filing/d39527cc-f568-44b6-b1ed-3311b811bd63/print/
"CROSSROADS STRATEGIES, LLC",Indivior Inc.,180000,17,2022-Q1,False,0,38be744e-2967-48d2-b977-e89f13b42d3b,https://lda.senate.gov/filings/public/filing/38be744e-2967-48d2-b977-e89f13b42d3b/print/
KAMINS CONSULTING,King & Spalding LLP,180000,5,2025-Q1,False,0,1c639028-4bbf-4d9c-954e-5f662422ef02,https://lda.senate.gov/filings/public/filing/1c639028-4bbf-4d9c-954e-5f662422ef02/print/
"MEHLMAN CONSULTING, INC.","Land O'Lakes, Inc.",180000,6,2024-Q4,False,0,df70ad8d-74c4-4bd2-a79c-c98ff3cf1cfa,https://lda.senate.gov/filings/public/filing/df70ad8d-74c4-4bd2-a79c-c98ff3cf1cfa/print/
"CASSIDY & ASSOCIATES, INC.","MM METALS USA, LLC",180000,5,2025-Q1,False,0,1e8b13de-dd0d-413c-b05a-e705b2073cbc,https://lda.senate.gov/filings/public/filing/1e8b13de-dd0d-413c-b05a-e705b2073cbc/print/
CHECKMATE GOVERNMENT RELATIONS,"ORNSTEIN-SCHULER INVESTMENTS, LLC",180000,2,2025-Q4,False,0,7f6fee5a-f454-4d25-825b-e80f28a5261e,https://lda.senate.gov/filings/public/filing/7f6fee5a-f454-4d25-825b-e80f28a5261e/print/
INVARIANT LLC,Recycling Leadership Council,180000,2,2025-Q4,False,0,7ccf7682-51f2-41fe-863e-150f1db16572,https://lda.senate.gov/filings/public/filing/7ccf7682-51f2-41fe-863e-150f1db16572/print/
"CAPITOL TAX PARTNERS, LLP",THE ONTARIO MUNICIPAL EMPLOYEES RETIREMENT SYSTEM (OMERS) ADMINISTRATION CORP.,180000,12,2023-Q2,False,0,ea995548-0d5c-4547-9ab5-06fd805edeb2,https://lda.senate.gov/filings/public/filing/ea995548-0d5c-4547-9ab5-06fd805edeb2/print/
BUCHANAN INGERSOLL & ROONEY PC,"TUNGSTEN PARTS WYOMING, INC.",180000,9,2024-Q1,False,0,c2718f6f-0378-46ec-aa7f-445e73799e7c,https://lda.senate.gov/filings/public/filing/c2718f6f-0378-46ec-aa7f-445e73799e7c/print/
"PORTERFIELD, FETTIG & SEARS, LLC","Takeda Pharmaceuticals America, Inc.",180000,17,2022-Q1,False,0,e61bc620-1a7e-42c5-9e5d-4e954327291f,https://lda.senate.gov/filings/public/filing/e61bc620-1a7e-42c5-9e5d-4e954327291f/print/
"AVOQ, LLC",University of Phoenix,180000,17,2022-Q1,False,0,1b0bee73-7a4c-4061-9039-72b13fa186a2,https://lda.senate.gov/filings/public/filing/1b0bee73-7a4c-4061-9039-72b13fa186a2/print/
BGR GOVERNMENT AFFAIRS,Western Digital Corporation,180000,17,2022-Q1,False,0,10d8604a-0656-45c8-a78a-47199dabea24,https://lda.senate.gov/filings/public/filing/10d8604a-0656-45c8-a78a-47199dabea24/print/
"CONTINENTAL STRATEGY, LLC",HBI,175000,4,2025-Q2,False,0,c169497d-a334-421d-ab84-bc6f6078e763,https://lda.senate.gov/filings/public/filing/c169497d-a334-421d-ab84-bc6f6078e763/print/
"MAYNOR & STIERS, LLC",1AU TECHNOLOGIES,170000,5,2025-Q1,False,0,adc97733-bc12-41fc-88fc-8681074cbca4,https://lda.senate.gov/filings/public/filing/adc97733-bc12-41fc-88fc-8681074cbca4/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",ARCONIC CORPORATION,170000,11,2023-Q3,False,0,aa96576b-584a-4dc9-ab7e-595a7857134a,https://lda.senate.gov/filings/public/filing/aa96576b-584a-4dc9-ab7e-595a7857134a/print/
"WHITMER & WORRALL, LLC",American Transaction Processors Coalition,170000,17,2022-Q1,False,0,0733e8fb-47a0-4f8f-a1f6-a7917069514a,https://lda.senate.gov/filings/public/filing/0733e8fb-47a0-4f8f-a1f6-a7917069514a/print/
LEDYARD GROUP,"BLUE OWL GROUP ON BEHALF OF RE:CAR INC., D.B.A. SLATE AUTO",170000,5,2025-Q1,False,0,093b3095-76a1-4eb9-baf6-a7300eca0001,https://lda.senate.gov/filings/public/filing/093b3095-76a1-4eb9-baf6-a7300eca0001/print/
"DB3, LLC (FKA THE DASCHLE GROUP)","COALITION FOR CANNABIS POLICY, EDUCATION, AND REGULATION",170000,9,2024-Q1,False,0,eb3abbf6-e7bd-4c79-8dd4-6f79646b7062,https://lda.senate.gov/filings/public/filing/eb3abbf6-e7bd-4c79-8dd4-6f79646b7062/print/
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)","DONOHOE COMMERCIAL REAL ESTATE, LLC",170000,5,2025-Q1,False,0,08eb7c87-b0bc-4ea9-9526-828e3754322c,https://lda.senate.gov/filings/public/filing/08eb7c87-b0bc-4ea9-9526-828e3754322c/print/
PENN AVENUE PARTNERS,"FORTUNE BRANDS INNOVATIONS, INC.",170000,6,2024-Q4,False,0,4020c72e-acb6-4631-9df8-e3ff47b221e7,https://lda.senate.gov/filings/public/filing/4020c72e-acb6-4631-9df8-e3ff47b221e7/print/
SALT POINT STRATEGIES,GENERAL COMMUNICATIONS INC.,170000,9,2024-Q1,False,0,d3690d75-e9f4-46c2-9047-a9418019d505,https://lda.senate.gov/filings/public/filing/d3690d75-e9f4-46c2-9047-a9418019d505/print/
"ICEBREAKER STRATEGIES, LLC",GRVTY - FKA ROYCE GEO,170000,5,2025-Q1,False,0,4880987d-05fe-4332-8021-73683747ecf3,https://lda.senate.gov/filings/public/filing/4880987d-05fe-4332-8021-73683747ecf3/print/
MONUMENT ADVOCACY,IPROOV INC.,170000,15,2022-Q3,False,0,a877b139-b39f-44ba-9a96-bb82717604e6,https://lda.senate.gov/filings/public/filing/a877b139-b39f-44ba-9a96-bb82717604e6/print/
"KOUNTOUPES DENHAM CARR & REID, LLC","Invesco Holding Company (US), Inc.",170000,15,2022-Q3,False,0,8d0882df-a42e-4cb2-b3fc-478fbf9fc6d4,https://lda.senate.gov/filings/public/filing/8d0882df-a42e-4cb2-b3fc-478fbf9fc6d4/print/
FS VECTOR LLC,KILN USA INC,170000,5,2025-Q1,False,0,23e92000-eeca-4801-8e59-60462c2ee1ea,https://lda.senate.gov/filings/public/filing/23e92000-eeca-4801-8e59-60462c2ee1ea/print/
"ALPINE GROUP PARTNERS, LLC.",LUKE,170000,5,2025-Q1,False,0,7c0c676d-cce1-4f28-9b50-641109db5ee2,https://lda.senate.gov/filings/public/filing/7c0c676d-cce1-4f28-9b50-641109db5ee2/print/
STRATEGIC MARKETING INNOVATIONS,PEDMAS TECHNOLOGIES & INNOVATIONS,170000,9,2024-Q1,False,0,4ea6c331-9346-46af-97d6-ff708f9be698,https://lda.senate.gov/filings/public/filing/4ea6c331-9346-46af-97d6-ff708f9be698/print/
MARBLE ARCH,ServiceNow,170000,4,2025-Q2,False,0,b40398a4-73cd-4d9e-8eae-830337ea8a1d,https://lda.senate.gov/filings/public/filing/b40398a4-73cd-4d9e-8eae-830337ea8a1d/print/
AKIN GUMP STRAUSS HAUER & FELD,THE US-CHINA BUSINESS COUNCIL,170000,17,2022-Q1,False,0,ef6b3833-0261-4f12-b0ca-72896b481395,https://lda.senate.gov/filings/public/filing/ef6b3833-0261-4f12-b0ca-72896b481395/print/
STRATEGIC MARKETING INNOVATIONS,"UNIVERSITY OF FLORIDA, OFFICE OF RESEARCH (FKA UNIVERSITY OF FLORIDA, ENGINGEERI",170000,10,2023-Q4,False,0,7348a8a7-4249-45fb-aac8-435b357cc8a2,https://lda.senate.gov/filings/public/filing/7348a8a7-4249-45fb-aac8-435b357cc8a2/print/
"BALLARD PARTNERS, LLC",Union of Orthodox Jewish Congregations of America,170000,4,2025-Q2,False,0,7b6ac94a-d568-4bd3-98de-d96d90bf84f6,https://lda.senate.gov/filings/public/filing/7b6ac94a-d568-4bd3-98de-d96d90bf84f6/print/
HORIZONS GLOBAL SOLUTIONS LLC,ARTESION INC.,165000,8,2024-Q2,False,0,a047ee44-3030-4ea0-b35c-4a64f07f92b4,https://lda.senate.gov/filings/public/filing/a047ee44-3030-4ea0-b35c-4a64f07f92b4/print/
"MERCURY PUBLIC AFFAIRS, LLC",A PLACE FOR ROVER,160000,17,2022-Q1,False,0,43c84811-9cc1-408c-ac11-67819aec42e8,https://lda.senate.gov/filings/public/filing/43c84811-9cc1-408c-ac11-67819aec42e8/print/
STRATEGIC MARKETING INNOVATIONS,ADDMAN,160000,12,2023-Q2,False,0,4aca27b5-060b-43c1-9531-1052034989db,https://lda.senate.gov/filings/public/filing/4aca27b5-060b-43c1-9531-1052034989db/print/
MONUMENT ADVOCACY,AMERICAN BIOMASS ENERGY ASSOCIATION (FORMERLY BIOMASS POWER ASSOCIATION),160000,5,2025-Q1,False,0,2d0cebd4-a2e1-4fa4-a75f-858a0f81eff0,https://lda.senate.gov/filings/public/filing/2d0cebd4-a2e1-4fa4-a75f-858a0f81eff0/print/
SPLITOAK STRATEGIES LLC,Advanced Care at Home (ACH) Coalition,160000,9,2024-Q1,False,0,e9c58e05-de54-4ebd-84f9-c32749bcf394,https://lda.senate.gov/filings/public/filing/e9c58e05-de54-4ebd-84f9-c32749bcf394/print/
CAPITOL COUNSEL LLC,American Efficient LLC,160000,2,2025-Q4,False,0,fd22a91f-f8a2-4c77-bc88-247dd56a86a6,https://lda.senate.gov/filings/public/filing/fd22a91f-f8a2-4c77-bc88-247dd56a86a6/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Baker Hughes Company,160000,12,2023-Q2,False,0,d09ec289-22ce-4166-abd1-20d9935328d9,https://lda.senate.gov/filings/public/filing/d09ec289-22ce-4166-abd1-20d9935328d9/print/
"RUBIN, TURNBULL & ASSOCIATES","CONSUMER REPORTS, INC. (F.K.A. CONSUMERS UNION OF UNITED STATES, INC.)",160000,2,2025-Q4,False,0,51cc2e22-58d3-4b90-92f8-d861ead7e29e,https://lda.senate.gov/filings/public/filing/51cc2e22-58d3-4b90-92f8-d861ead7e29e/print/
INVARIANT LLC,"Charles Schwab & Co., Inc.",160000,9,2024-Q1,False,0,f675365a-cc9e-41b1-9a01-24330bf2140f,https://lda.senate.gov/filings/public/filing/f675365a-cc9e-41b1-9a01-24330bf2140f/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",DIMENSION ENERGY,160000,3,2025-Q3,False,0,e1796226-3ab2-4d72-8c39-72dc744b7b2f,https://lda.senate.gov/filings/public/filing/e1796226-3ab2-4d72-8c39-72dc744b7b2f/print/
NESTPOINT ASSOCIATES LLC,Energy Access Innovations LLC,160000,5,2025-Q1,False,0,2068d516-db74-40ea-8dd5-347ec5ccc6a5,https://lda.senate.gov/filings/public/filing/2068d516-db74-40ea-8dd5-347ec5ccc6a5/print/
DELTA STRATEGY GROUP,FALCONX BRAVO INC.,160000,11,2023-Q3,False,0,57c06f4a-efcc-4446-bdae-b79b2f5c661d,https://lda.senate.gov/filings/public/filing/57c06f4a-efcc-4446-bdae-b79b2f5c661d/print/
THE VOGEL GROUP,Fermi America,160000,2,2025-Q4,False,0,0f26232b-1772-4bb1-ba57-6e74a2ae9542,https://lda.senate.gov/filings/public/filing/0f26232b-1772-4bb1-ba57-6e74a2ae9542/print/
FORBES-TATE,"LUMEN TECHNOLOGIES SERVICE GROUP, LLC",160000,17,2022-Q1,False,0,f25ea593-3c79-475f-a01d-c2dc69536804,https://lda.senate.gov/filings/public/filing/f25ea593-3c79-475f-a01d-c2dc69536804/print/
MCLARTY INBOUND LLC,PRAGER DREIFUSS AG (ON BEHALF OF MARE FINANCE INVESTMENT HOLDINGS),160000,17,2022-Q1,False,0,d7f10450-bee1-4197-a79d-0ae25019857d,https://lda.senate.gov/filings/public/filing/d7f10450-bee1-4197-a79d-0ae25019857d/print/
