quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2024-Q4,2024-12-26,Robert Garcia,Democrat,CA,House,Congressman Robert Garcia’s Bipartisan Bill to Cut Red Tape & Save Taxpayer Dollars Signed Into Law by President Biden,https://robertgarcia.house.gov/media/press-releases/congressman-robert-garcias-bipartisan-bill-cut-red-tape-save-taxpayer-dollars,congress_press/2024/2024-12.jsonl,2562
2025-Q1,2025-01-03,Mariannette Miller-Meeks,Republican,IA,House,Miller-Meeks Sworn into 119th Congress,https://millermeeks.house.gov/media/press-releases/miller-meeks-sworn-119th-congress,congress_press/2025/2025-01.jsonl,275
2025-Q1,2025-01-03,Ted Cruz,Republican,TX,Senate,e-Newsletter: Week of January 3rd,https://www.cruz.senate.gov/newsroom/blogs/e-newsletter-week-of-january-3rd,congress_press/2025/2025-01.jsonl,392
2025-Q1,2025-01-06,Russ Fulcher,Republican,ID,House,Idaho Delegation Applauds Final Decision on Stibnite Gold Project,https://fulcher.house.gov/2025/01/06/id-a734109a-2cf7-444a-93ea-4d11fee2f098/,congress_press/2025/2025-01.jsonl,503
2025-Q1,2025-01-06,Mike Crapo,Republican,ID,Senate,Idaho Delegation Applauds Final Decision on Stibnite Gold Project,https://www.crapo.senate.gov/media/newsreleases/idaho-delegation-applauds-final-decision-on-stibnite-gold-project,congress_press/2025/2025-01.jsonl,593
2025-Q1,2025-01-07,John R. Curtis,Republican,UT,Senate,SEVERAL CURTIS BILLS FROM HOUSE RECENTLY SIGNED INTO LAW,https://www.curtis.senate.gov/press-releases/several-curtis-bills-from-house-recently-signed-into-law,congress_press/2025/2025-01.jsonl,781
2025-Q1,2025-01-08,Tammy Duckworth,Democrat,IL,Senate,"Duckworth, Durbin Announce More than $114 Million in Federal Funding for EV Charging Stations Across Chicago",https://www.duckworth.senate.gov/news/press-releases/duckworth-durbin-announce-more-than-114-million-in-federal-funding-for-ev-charging-stations-across-chicago,congress_press/2025/2025-01.jsonl,988
2025-Q1,2025-01-09,Gary C. Peters,Democrat,MI,Senate,Peters Meets with Intended Secretary of Commerce Nominee Howard Lutnick to Discuss Michigan Priorities,https://www.peters.senate.gov/newsroom/press-releases/peters-meets-with-intended-secretary-of-commerce-nominee-howard-lutnick-to-discuss-michigan-priorities,congress_press/2025/2025-01.jsonl,1223
2025-Q1,2025-01-14,Paul Tonko,Democrat,NY,House,Tonko Reselected to Lead Environment Subcommittee,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4326,congress_press/2025/2025-01.jsonl,1732
2025-Q1,2025-01-14,Martin Heinrich,Democrat,NM,Senate,N.M. Delegation Welcomes $231 Million for Kit Carson Electric Cooperative's Green Hydrogen Project,https://www.heinrich.senate.gov/newsroom/press-releases/nm-delegation-welcomes-231-million-for-kit-carson-electric-cooperatives-green-hydrogen-project,congress_press/2025/2025-01.jsonl,1771
2025-Q1,2025-01-14,Gary C. Peters,Democrat,MI,Senate,"After Calls from Senator Peters, Commerce Department Finalizes Rule to Protect U.S. National Security and Automotive Supply Chains",https://www.peters.senate.gov/newsroom/press-releases/after-calls-from-senator-peters-commerce-department-finalizes-rule-to-protect-us-national-security-and-automotive-supply-chains,congress_press/2025/2025-01.jsonl,1785
2025-Q1,2025-01-15,"Angus S. King, Jr.",Independent,ME,Senate,"King, Secretary of Energy Nominee Find Common Ground on Energy Transition Efforts to Combat Climate Change",https://www.king.senate.gov/newsroom/press-releases/king-secretary-of-energy-nominee-find-common-ground-on-energy-transition-efforts-to-combat-climate-change,congress_press/2025/2025-01.jsonl,2081
2025-Q1,2025-01-15,Lisa Murkowski,Republican,AK,Senate,Murkowski Encouraged by Secretary of Energy Nominee Chris Wright in Committee Hearing,https://www.murkowski.senate.gov/press/release/01/15/2025/murkowski-encouraged-by-secretary-of-energy-nominee-chris-wright-in-committee-hearing,congress_press/2025/2025-01.jsonl,2087
2025-Q1,2025-01-15,Pete Ricketts,Republican,NE,Senate,Ricketts: Marco Rubio Will Set the Tone for All-Of-Society Approach to Win Competition With PRC,https://www.ricketts.senate.gov/news/press-releases/ricketts-marco-rubio-will-set-the-tone-for-all-of-society-approach-to-win-competition-with-prc/,congress_press/2025/2025-01.jsonl,2093
2025-Q1,2025-01-15,Dan Sullivan,Republican,AK,Senate,"OP-ED: Greenland Is Nice, but Alaska Is Better",https://www.sullivan.senate.gov/newsroom/in-the-news/op-ed-greenland-is-nice-but-alaska-is-better,congress_press/2025/2025-01.jsonl,2111
2025-Q1,2025-01-16,Pete Aguilar,Democrat,CA,House,"Rep. Aguilar Announces $14,055,578 for San Bernardino Electric Vehicle Charging Stations",https://aguilar.house.gov/2025/01/16/rep-aguilar-announces-14055578-for-san-bernardino-electric-vehicle-charging-stations/,congress_press/2025/2025-01.jsonl,2131
2025-Q1,2025-01-16,"Charles J. ""Chuck"" Fleischmann",Republican,TN,House,Energy and Water Chairman Chuck Fleischmann: ‘Chris Wright will be a Strong and Effective Secretary of Energy’,https://fleischmann.house.gov/media/press-releases/energy-and-water-chairman-chuck-fleischmann-chris-wright-will-be-a-strong-and-effective-secretary-of-energy,congress_press/2025/2025-01.jsonl,2199
2025-Q1,2025-01-16,Michael F. Bennet,Democrat,CO,Senate,Bennet Celebrates $3.4 Billion from USDA to Lower Energy Costs for Rural Colorado Communities Since Passage of the Inflation Reduction Act,https://www.bennet.senate.gov/2025/01/16/bennet-celebrates-3-4-billion-from-usda-to-lower-energy-costs-for-rural-colorado-communities-since-passage-of-the-inflation-reduction-act/,congress_press/2025/2025-01.jsonl,2342
2025-Q1,2025-01-17,Richard E. Neal,Democrat,MA,House,Neal Highlights Qualifying Advanced Energy Project Tax Credit Program at Future Home of Sublime Systems,https://neal.house.gov/2025/01/17/news-documentsingle-aspx-documentid-4119/,congress_press/2025/2025-01.jsonl,2552
2025-Q1,2025-01-17,Tim Moore,Republican,NC,House,Congressman Tim Moore Pens Letter to EPA Regarding Odor Caused By Off-Gassing in Lithium Mine Near Kings Mountain,https://timmoore.house.gov/media/press-releases/congressman-tim-moore-pens-letter-epa-regarding-odor-caused-gassing-lithium,congress_press/2025/2025-01.jsonl,2577
2025-Q1,2025-01-17,Michael F. Bennet,Democrat,CO,Senate,Bennet Urges Incoming Trump Administration to Develop Comprehensive Economic Policy Beyond Tariffs to Secure American Interests,https://www.bennet.senate.gov/2025/01/17/bennet-urges-incoming-trump-administration-to-develop-comprehensive-economic-policy-beyond-tariffs-to-secure-american-interests/,congress_press/2025/2025-01.jsonl,2590
2025-Q1,2025-01-17,Dan Sullivan,Republican,AK,Senate,Sullivan Recognizes Longtime Staff Member Kathlene Rowell as “Alaskan of the Week”,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-recognizes-longtime-staff-member-kathlene-rowell-as-alaskan-of-the-week,congress_press/2025/2025-01.jsonl,2652
2025-Q1,2025-01-21,Betty McCollum,Democrat,MN,House,Rep. McCollum Reintroduces Legislation to Permanently Protect BWCA,https://mccollum.house.gov/media/press-releases/rep-mccollum-reintroduces-legislation-permanently-protect-bwca,congress_press/2025/2025-01.jsonl,2999
2025-Q1,2025-01-21,Kelly Morrison,Democrat,MN,House,U.S. Rep. Morrison Co-Sponsors Legislation to Permanently Protect the Boundary Waters,https://morrison.house.gov/media/press-releases/us-rep-morrison-co-sponsors-legislation-permanently-protect-boundary-waters,congress_press/2025/2025-01.jsonl,3004
2025-Q1,2025-01-21,John Hoeven,Republican,ND,Senate,"Hoeven: President Trump Signs Executive Orders to Unleash U.S. Energy Potential, Withdraw from Paris Climate Accords",https://www.hoeven.senate.gov/news/news-releases/hoeven-president-trump-signs-executive-orders-to-unleash-us-energy-potential-withdraw-from-paris-climate-accords,congress_press/2025/2025-01.jsonl,3070
2025-Q1,2025-01-23,Gary J. Palmer,Republican,AL,House,Palmer Announces Committee Assignments for the 119th Congress,https://palmer.house.gov/media-center/press-releases/palmer-announces-committee-assignments-119th-congress,congress_press/2025/2025-01.jsonl,3483
2025-Q1,2025-01-23,"Angus S. King, Jr.",Independent,ME,Senate,ICYMI: King Stresses that “All of the Above” Energy Policy Means Exploring All Power Sources,https://www.king.senate.gov/newsroom/press-releases/icymi-king-stresses-that-all-of-the-above-energy-policy-means-exploring-all-power-sources,congress_press/2025/2025-01.jsonl,3593
2025-Q1,2025-01-24,Emilia Strong Sykes,Democrat,OH,House,Rep. Sykes Announces Nearly $5.5 Million in Federal Funding for the University of Akron,https://sykes.house.gov/media/press-releases/rep-sykes-announces-nearly-55-million-in-federal-funding-for-the-university-of-akron,congress_press/2025/2025-01.jsonl,3740
2025-Q1,2025-01-29,Jodey C. Arrington,Republican,TX,House,Arrington Leads Effort to Support Trump’s Energy Agenda,https://arrington.house.gov/news/documentsingle.aspx?DocumentID=2579,congress_press/2025/2025-01.jsonl,4288
2025-Q1,2025-01-29,Juan Ciscomani,Republican,AZ,House,Ciscomani Introduces Bill to Strengthen the Domestic Supply of Critical Minerals,https://ciscomani.house.gov/media/press-releases/ciscomani-introduces-bill-strengthen-domestic-supply-critical-minerals,congress_press/2025/2025-01.jsonl,4305
2025-Q1,2025-01-29,Sharice Davids,Democrat,KS,House,ICYMI: Davids Criticizes President Trump’s Executive Orders for Raising Costs and Benefiting Corporations,https://davids.house.gov/media/press-releases/icymi-davids-criticizes-president-trumps-executive-orders-raising-costs-and,congress_press/2025/2025-01.jsonl,4310
2025-Q1,2025-01-30,Raul Ruiz,Democrat,CA,House,Congressman Dr. Raul Ruiz Releases Statement on the Extreme Budget Cuts Directly Impacting California’s 25th Congressional District,https://ruiz.house.gov/media-center/press-releases/congressman-dr-raul-ruiz-releases-statement-extreme-budget-cuts,congress_press/2025/2025-01.jsonl,4600
2025-Q1,2025-01-30,Mike Crapo,Republican,ID,Senate,Crapo Statement on Burgum Confirmation,https://www.crapo.senate.gov/media/newsreleases/crapo-statement-on-burgum-confirmation,congress_press/2025/2025-01.jsonl,4631
2025-Q1,2025-02-01,Joe Courtney,Democrat,CT,House,"Rep. Courtney Statement on President Trump’s Tax on American Families, Businesses, and Shipbuilders",https://courtney.house.gov/media-center/press-releases/rep-courtney-statement-president-trumps-tax-american-families,congress_press/2025/2025-02.jsonl,5
2025-Q1,2025-02-01,Greg Stanton,Democrat,AZ,House,Stanton Leads 40+ House Democrats in Letter Calling on Trump to Immediately Rescind Tariffs on Mexico and Canada,https://stanton.house.gov/2025/2/stanton-leads-40-house-democrats-in-letter-calling-on-trump-to-immediately-rescind-tariffs-on-mexico-and-canada,congress_press/2025/2025-02.jsonl,20
2025-Q1,2025-02-03,Christopher Murphy,Democrat,CT,Senate,Murphy At USAID: Trump And Musk Are Shuttering Agencies To Turn Government Over To Billionaires,https://www.murphy.senate.gov/newsroom/press-releases/murphy-at-usaid-trump-and-musk-are-shuttering-agencies-to-turn-government-over-to-billionaires,congress_press/2025/2025-02.jsonl,187
2025-Q1,2025-02-04,Ed Case,Democrat,HI,House,Case Introduces the American Seabed Protection Act & the International Seabed Protection Act,https://case.house.gov/news/documentsingle.aspx?DocumentID=3634,congress_press/2025/2025-02.jsonl,222
2025-Q1,2025-02-04,Kirsten E. Gillibrand,Democrat,NY,Senate,"Gillibrand, Schumer, Blackburn, Fischer, Clarke, Garbarino, Langworthy, and Torres Reintroduce E-bike Safety Bill",https://www.gillibrand.senate.gov/news/press/release/gillibrand-schumer-blackburn-fischer-clarke-garbarino-langworthy-and-torres-reintroduce-e-bike-safety-bill/,congress_press/2025/2025-02.jsonl,390
2025-Q1,2025-02-05,Pete Stauber,Republican,MN,House,Stauber Reintroduces Superior National Forest Restoration Act,https://stauber.house.gov/media/press-releases/stauber-reintroduces-superior-national-forest-restoration-act,congress_press/2025/2025-02.jsonl,604
2025-Q1,2025-02-05,Susie Lee,Democrat,NV,House,Congresswoman Lee Introduces Bipartisan Bill to Strengthen the Domestic Supply of Critical Minerals and Resources,https://susielee.house.gov/media/press-releases/congresswoman-lee-introduces-bipartisan-bill-strengthen-domestic-supply,congress_press/2025/2025-02.jsonl,610
2025-Q1,2025-02-06,Jimmy Panetta,Democrat,CA,House,"Reps. Panetta, Aderholt, Titus, LaHood, Bera, and Suozzi Reintroduce U.S.-Kazakhstan Trade Modernization Act",https://panetta.house.gov/media/press-releases/reps-panetta-aderholt-titus-lahood-bera-and-suozzi-reintroduce-us-kazakhstan,congress_press/2025/2025-02.jsonl,874
2025-Q1,2025-02-06,John Barrasso,Republican,WY,Senate,"Barrasso: USTR Nominee Greer Will Open New Markets for Wyoming Ag, Energy and Mining",https://www.barrasso.senate.gov/newsroom-news-releases-barrasso-ustr-nominee-greer-will-open-new-markets-for-wyoming-ag-energy-and-mining/,congress_press/2025/2025-02.jsonl,922
2025-Q1,2025-02-06,Todd Young,Republican,IN,Senate,"Young, Colleagues Reintroduce Bill to Strengthen Critical Minerals Supply Chains",https://www.young.senate.gov/newsroom/press-releases/young-colleagues-reintroduce-bill-to-strengthen-critical-minerals-supply-chains/,congress_press/2025/2025-02.jsonl,1037
2025-Q1,2025-02-12,Daniel Meuser,Republican,PA,House,Congressman Meuser Reintroduces the USA Batteries Act,https://meuser.house.gov/media/press-releases/congressman-meuser-reintroduces-usa-batteries-act,congress_press/2025/2025-02.jsonl,1784
2025-Q1,2025-02-13,Sean Casten,Democrat,IL,House,"Casten, 25 House Dems Urge DOE to Maintain Loan Program Office Obligations",https://casten.house.gov/media/press-releases/casten-25-house-dems-urge-doe-to-maintain-loan-program-office-obligations,congress_press/2025/2025-02.jsonl,1972
2025-Q1,2025-02-13,Marcy Kaptur,Democrat,OH,House,"Kaptur, DeLauro Release Seven Fact Sheets Detailing How Trump’s Funding Freeze is Raising Energy Prices and Undermining Energy Dominance",https://kaptur.house.gov/media-center/press-releases/kaptur-delauro-release-seven-fact-sheets-detailing-how-trumps-funding,congress_press/2025/2025-02.jsonl,2031
2025-Q1,2025-02-14,Mark E. Amodei,Republican,NV,House,Amodei Reintroduces Mining Regulatory Clarity Act,https://amodei.house.gov/news-releases/amodei-reintroduces-mining-regulatory-clarity-act-0,congress_press/2025/2025-02.jsonl,2246
2025-Q1,2025-02-14,Dan Sullivan,Republican,AK,Senate,Policy Experts Agree: Significant Infrastructure Investments Needed in America’s Arctic—Alaska,https://www.sullivan.senate.gov/newsroom/press-releases/policy-experts-agree-significant-infrastructure-investments-needed-in-americas-arcticalaska,congress_press/2025/2025-02.jsonl,2410
2025-Q1,2025-02-14,Todd Young,Republican,IN,Senate,YOUNG OP-ED: A Tech Power Playbook for Donald Trump 2.0,https://www.young.senate.gov/newsroom/press-releases/young-op-ed-a-tech-power-playbook-for-donald-trump-2-0/,congress_press/2025/2025-02.jsonl,2427
2025-Q1,2025-02-18,Ted Cruz,Republican,TX,Senate,Sen. Cruz Files Bill to Repeal Costly Chemical Tax on American Manufacturers,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-files-bill-to-repeal-costly-chemical-tax-on-american-manufacturers,congress_press/2025/2025-02.jsonl,2542
2025-Q1,2025-02-19,Julie Fedorchak,Republican,ND,House,Congresswoman Julie Fedorchak challenges North Dakota to lead in AI revolution,https://fedorchak.house.gov/media/press-releases/congresswoman-julie-fedorchak-challenges-north-dakota-lead-ai-revolution,congress_press/2025/2025-02.jsonl,2622
2025-Q1,2025-02-19,Tim Kaine,Democrat,VA,Senate,"Photos/Video: Kaine, Heinrich, and Environmental Leaders Hold Press Conference on Trump’s War on Affordable, American-Made Energy",https://www.kaine.senate.gov/press-releases/photos/video-kaine-heinrich-and-environmental-leaders-hold-press-conference-on-trumps-war-on-affordable-american-made-energy,congress_press/2025/2025-02.jsonl,2723
2025-Q1,2025-02-19,Charles E. Schumer,Democrat,NY,Senate,BOLSTERING INNOVATION: GOVERNOR HOCHUL AND SENATOR SCHUMER ANNOUNCE $65 MILLION EXPANSION OF NEXT-GENERATION BATTERY INNOVATION COMPANY BAE SYSTEMS IN THE SOUTHERN TIER,https://www.schumer.senate.gov/newsroom/press-releases/bolstering-innovation-governor-hochul-and-senator-schumer-announce-65-million-expansion-of-next-generation-battery-innovation-company-bae-systems-in-the-southern-tier,congress_press/2025/2025-02.jsonl,2746
2025-Q1,2025-02-19,Todd Young,Republican,IN,Senate,"Young, Hickenlooper Reintroduce Legislation to Advance Domestic Critical Materials Production",https://www.young.senate.gov/newsroom/press-releases/young-hickenlooper-reintroduce-legislation-to-advance-domestic-critical-materials-production/,congress_press/2025/2025-02.jsonl,2765
